utc_time,avg_30d_ann_pct,basis_pct,perp_mid,event,assumed_fill,fill_price,fee_usd,notional_usd,inherited_feast
2026-07-24T01:00:07+00:00,13.675,0.0777,65008.5,ACCRUE,2,0.021,0.724,0.0483
2026-07-24T04:22:25+00:00,13.734,0.0551,65386.0,ACCRUE,3,0.033,0.757,0.0483
2026-07-24T07:12:01+00:00,13.796,0.0593,65761.5,ACCRUE,3,0.0345,0.7915,0.0483
2026-07-24T09:58:45+00:00,13.84,0.0599,65145.5,ACCRUE,2,0.024,0.8155,0.0483
2026-07-24T11:49:41+00:00,13.883,0.0578,64945.5,ACCRUE,2,0.024,0.8395,0.0483
2026-07-24T14:03:57+00:00,13.949,0.0633,64060.0,ACCRUE,3,0.0365,0.876,0.0483
2026-07-24T15:38:24+00:00,13.972,0.0817,64288.5,ACCRUE,1,0.0125,0.8885,0.0483
2026-07-24T17:45:56+00:00,14.018,0.0647,64206.0,ACCRUE,2,0.025,0.9135,0.0483
2026-07-24T19:42:10+00:00,14.065,0.0623,64282.5,ACCRUE,2,0.025,0.9385,0.0483
2026-07-24T21:14:25+00:00,14.113,0.0436,64186.5,ACCRUE,2,0.025,0.9635,0.0483
2026-07-24T22:37:18+00:00,14.138,0.06,64230.0,ACCRUE,1,0.0125,0.976,0.0483
2026-07-24T23:39:15+00:00,14.162,0.0577,64179.5,ACCRUE,1,0.0125,0.9885,0.0483
2026-07-25T03:31:38+00:00,14.254,0.0609,64109.5,ACCRUE,4,0.048,1.0365,0.0483
2026-07-25T06:02:30+00:00,14.324,0.0398,64056.5,ACCRUE,3,0.0355,1.072,0.0483
2026-07-25T08:19:40+00:00,14.368,0.0422,64007.0,ACCRUE,2,0.023,1.095,0.0483
2026-07-25T10:11:33+00:00,14.411,0.0484,64054.5,ACCRUE,2,0.023,1.118,0.0483
2026-07-25T11:47:02+00:00,14.433,0.0429,64088.5,ACCRUE,1,0.0115,1.1295,0.0483
2026-07-25T13:55:03+00:00,14.477,0.0662,64225.5,ACCRUE,2,0.023,1.1525,0.0483
2026-07-25T15:13:03+00:00,14.518,0.0358,64277.0,ACCRUE,2,0.023,1.1755,0.0483
2026-07-25T16:27:58+00:00,14.538,0.0686,64183.0,ACCRUE,1,0.0115,1.187,0.0483
2026-07-25T17:34:19+00:00,14.556,0.07,64341.0,ACCRUE,1,0.0115,1.1985,0.0483
2026-07-25T18:32:36+00:00,14.574,0.0598,64435.0,ACCRUE,1,0.0115,1.21,0.0483
2026-07-25T19:47:28+00:00,14.591,0.0676,64439.5,ACCRUE,1,0.0115,1.2215,0.0483
2026-07-25T21:03:09+00:00,14.626,0.0723,64364.0,ACCRUE,2,0.023,1.2445,0.0483
2026-07-25T22:02:44+00:00,14.644,0.0637,64413.5,ACCRUE,1,0.012,1.2565,0.0483
2026-07-25T23:03:22+00:00,14.662,0.0303,64427.0,ACCRUE,1,0.012,1.2685,0.0483
2026-07-26T00:08:00+00:00,14.68,0.0435,64459.5,ACCRUE,1,0.012,1.2805,0.0483
2026-07-26T04:08:51+00:00,14.746,0.0318,64539.0,ACCRUE,4,0.047,1.3275,0.0483
2026-07-26T07:13:59+00:00,14.793,0.0373,64439.5,ACCRUE,3,0.0345,1.362,0.0483
2026-07-26T09:36:10+00:00,14.821,0.0488,64549.5,ACCRUE,2,0.022,1.384,0.0483
2026-07-26T11:06:15+00:00,14.848,0.0666,64573.5,ACCRUE,2,0.022,1.406,0.0483
2026-07-26T12:12:17+00:00,14.863,0.0379,64611.5,ACCRUE,1,0.0115,1.4175,0.0483
2026-07-26T14:11:35+00:00,14.892,0.0433,64707.0,ACCRUE,2,0.023,1.4405,0.0483
2026-07-26T15:42:44+00:00,14.904,0.0486,64817.0,ACCRUE,1,0.011,1.4515,0.0483
2026-07-26T17:11:18+00:00,14.928,0.0363,64742.5,ACCRUE,2,0.022,1.4735,0.0483
2026-07-26T18:36:21+00:00,14.939,0.0564,64730.0,ACCRUE,1,0.0105,1.484,0.0483
2026-07-26T19:48:27+00:00,14.95,0.0533,64739.5,ACCRUE,1,0.0105,1.4945,0.0483
2026-07-26T21:06:57+00:00,14.971,0.0487,64711.5,ACCRUE,2,0.0205,1.515,0.0483
2026-07-26T22:09:13+00:00,14.981,0.0253,65195.0,ACCRUE,1,0.01,1.525,0.0483
2026-07-26T23:32:58+00:00,14.991,0.0475,65358.0,ACCRUE,1,0.01,1.535,0.0483
2026-07-27T01:12:18+00:00,15.01,0.0023,65152.0,ACCRUE,2,0.02,1.555,0.0483
2026-07-27T05:28:36+00:00,15.054,0.0451,65440.5,ACCRUE,4,0.042,1.597,0.0483
2026-07-27T08:57:31+00:00,15.088,0.0614,65218.5,ACCRUE,3,0.032,1.629,0.0483
2026-07-27T12:34:40+00:00,15.132,0.0648,64903.5,ACCRUE,4,0.043,1.672,0.0483
2026-07-27T15:26:45+00:00,15.162,0.0565,64646.0,ACCRUE,3,0.0315,1.7035,0.0483
2026-07-27T17:19:22+00:00,15.185,0.1943,64967.5,ACCRUE,2,0.0215,1.725,0.0483
2026-07-27T18:59:05+00:00,15.197,0.0586,64902.0,ACCRUE,1,0.011,1.736,0.0483
2026-07-27T20:38:26+00:00,15.222,0.0662,65035.5,ACCRUE,2,0.022,1.758,0.0483
2026-07-27T22:13:53+00:00,15.246,0.051,64757.0,ACCRUE,2,0.022,1.78,0.0483
2026-07-27T23:37:37+00:00,15.258,0.0769,63809.5,ACCRUE,1,0.011,1.791,0.0483
2026-07-28T03:26:51+00:00,15.311,0.0743,63332.5,ACCRUE,4,0.0455,1.8365,0.0483
2026-07-28T06:11:43+00:00,15.347,0.0647,63454.0,ACCRUE,3,0.0345,1.871,0.0483
2026-07-28T09:19:57+00:00,15.386,0.0701,63481.5,ACCRUE,3,0.0355,1.9065,0.0483
2026-07-28T11:37:17+00:00,15.413,0.0614,63567.5,ACCRUE,2,0.024,1.9305,0.0483
2026-07-28T13:16:37+00:00,15.442,0.063,63528.5,ACCRUE,2,0.025,1.9555,0.0483
2026-07-28T15:52:39+00:00,15.47,0.0407,63876.5,ACCRUE,2,0.0245,1.98,0.0483
2026-07-28T17:42:58+00:00,15.498,0.0857,63622.5,ACCRUE,2,0.0245,2.0045,0.0483
2026-07-28T19:45:41+00:00,15.525,0.0534,63725.5,ACCRUE,2,0.024,2.0285,0.0483
2026-07-28T21:16:58+00:00,15.551,0.0579,63948.0,ACCRUE,2,0.024,2.0525,0.0483
2026-07-28T22:36:59+00:00,15.566,0.0509,63922.0,ACCRUE,1,0.0125,2.065,0.0483
2026-07-28T23:35:25+00:00,15.581,0.0376,63843.5,ACCRUE,1,0.0125,2.0775,0.0483
2026-07-29T01:03:32+00:00,15.61,0.0445,64026.0,ACCRUE,2,0.025,2.1025,0.0483
2026-07-29T04:21:14+00:00,15.652,0.0699,63708.0,ACCRUE,3,0.037,2.1395,0.0483
2026-07-29T07:23:21+00:00,15.693,0.0372,64463.0,ACCRUE,3,0.036,2.1755,0.0483
2026-07-29T10:13:09+00:00,15.729,0.034,64664.0,ACCRUE,3,0.0345,2.21,0.0483
2026-07-29T12:32:09+00:00,15.751,0.0163,64366.0,ACCRUE,2,0.022,2.232,0.0483
2026-07-29T14:54:35+00:00,15.772,0.0498,64258.0,ACCRUE,2,0.0215,2.2535,0.0483
2026-07-29T16:36:09+00:00,15.791,0.0595,63943.5,ACCRUE,2,0.021,2.2745,0.0483
2026-07-29T17:51:51+00:00,15.801,0.0609,64098.5,ACCRUE,1,0.0105,2.285,0.0483
2026-07-29T19:37:10+00:00,15.817,0.0414,64060.0,ACCRUE,2,0.0205,2.3055,0.0483
2026-07-29T20:33:22+00:00,15.824,0.037,63581.5,ACCRUE,1,0.01,2.3155,0.0483
2026-07-29T21:29:58+00:00,15.832,0.0598,63610.5,ACCRUE,1,0.01,2.3255,0.0483
2026-07-29T22:32:13+00:00,15.84,0.0391,64005.0,ACCRUE,1,0.01,2.3355,0.0483
2026-07-29T23:35:26+00:00,15.847,0.0383,64008.0,ACCRUE,1,0.01,2.3455,0.0483
2026-07-30T00:58:39+00:00,15.856,0.0141,63664.5,ACCRUE,1,0.01,2.3555,0.0483
2026-07-30T04:13:10+00:00,15.885,0.0429,64136.5,ACCRUE,4,0.038,2.3935,0.0483
2026-07-30T06:26:16+00:00,15.897,0.0468,64096.0,ACCRUE,2,0.018,2.4115,0.0483
2026-07-30T06:54:15+00:00,15.897,0.0352,64009.0,ACCRUE,0,0.0,2.4115,0.0483
2026-07-30T07:16:58+00:00,15.903,0.0226,64053.0,ACCRUE,1,0.009,2.4205,0.0483
2026-07-30T10:00:57+00:00,15.919,0.0325,64595.0,ACCRUE,3,0.026,2.4465,0.0483
2026-07-30T11:58:39+00:00,15.924,0.0679,64848.5,ACCRUE,1,0.0085,2.455,0.0483
2026-07-30T14:25:11+00:00,15.937,0.1584,64793.0,ACCRUE,3,0.025,2.48,0.0483
2026-07-30T16:09:15+00:00,15.946,0.0239,64866.0,ACCRUE,2,0.016,2.496,0.0483
2026-07-30T17:58:55+00:00,15.951,0.0393,64889.5,ACCRUE,1,0.008,2.504,0.0483
2026-07-30T19:45:02+00:00,15.958,0.0177,64846.5,ACCRUE,2,0.015,2.519,0.0483
2026-07-30T21:19:27+00:00,15.966,0.0332,64770.0,ACCRUE,2,0.0155,2.5345,0.0483
2026-07-30T22:40:03+00:00,15.97,0.0324,64926.5,ACCRUE,1,0.0075,2.542,0.0483
2026-07-31T00:12:02+00:00,15.976,0.0309,64804.5,ACCRUE,2,0.0145,2.5565,0.0483
2026-07-31T04:03:45+00:00,15.987,-0.0054,64399.5,ACCRUE,4,0.0285,2.585,0.0483
2026-07-31T06:51:51+00:00,15.991,0.0195,64256.5,ACCRUE,2,0.0135,2.5985,0.0483
2026-07-31T09:50:34+00:00,15.998,0.0235,63745.0,ACCRUE,3,0.021,2.6195,0.0483
2026-07-31T12:07:33+00:00,16.006,-0.0204,63787.5,ACCRUE,3,0.0215,2.641,0.0483
2026-07-31T15:02:38+00:00,16.016,0.0423,62653.5,ACCRUE,3,0.022,2.663,0.0483
2026-07-31T16:50:57+00:00,16.02,0.0469,62886.5,ACCRUE,1,0.0075,2.6705,0.0483
2026-07-31T18:26:20+00:00,16.028,0.0467,63152.0,ACCRUE,2,0.0155,2.686,0.0483
2026-07-31T20:05:51+00:00,16.041,0.0508,63014.0,ACCRUE,2,0.017,2.703,0.0483
2026-07-31T21:17:22+00:00,16.047,0.0619,63065.0,ACCRUE,1,0.009,2.712,0.0483
2026-07-31T22:35:25+00:00,16.053,0.0532,63003.0,ACCRUE,1,0.009,2.721,0.0483
2026-07-31T23:36:58+00:00,16.059,0.0564,63014.5,ACCRUE,1,0.009,2.73,0.0483
2026-08-01T01:09:32+00:00,16.073,0.0437,62994.5,ACCRUE,2,0.019,2.749,0.0483
2026-08-01T04:58:28+00:00,16.098,0.0436,63128.5,ACCRUE,3,0.0295,2.7785,0.0483
2026-08-01T07:34:06+00:00,16.127,0.0627,63077.5,ACCRUE,3,0.0315,2.81,0.0483
2026-08-01T09:33:49+00:00,16.144,0.0594,63151.5,ACCRUE,2,0.021,2.831,0.0483
2026-08-01T11:03:08+00:00,16.163,0.0492,63076.5,ACCRUE,2,0.022,2.853,0.0483
2026-08-01T12:08:16+00:00,16.173,0.0507,63144.0,ACCRUE,1,0.011,2.864,0.0483
2026-08-01T14:08:20+00:00,16.19,0.0388,63122.5,ACCRUE,2,0.022,2.886,0.0483
2026-08-01T15:40:01+00:00,16.199,0.0436,63078.5,ACCRUE,1,0.011,2.897,0.0483
